0,5,1,11.0,0,1,0,1,0,0,0,0,1,0,0,0
1,3,3,30.0,0,1,1,0,0,0,0,0,0,1,0,0
0,2,2,48.0,0,1,0,0,1,0,0,0,1,0,0,0
0,4,1,11.0,0,1,1,0,0,0,0,0,1,0,0,0
1,5,3,21.0,0,1,0,1,0,0,0,1,0,0,0,0
0,4,3,48.0,1,0,0,0,1,0,0,0,1,0,0,0
1,2,11,21.0,0,1,0,1,0,0,0,0,1,0,0,0
0,7,2,21.0,0,1,0,0,1,0,0,1,0,0,0,0
1,3,7,21.0,0,1,1,0,0,0,0,0,0,1,0,0
1,2,3,48.0,0,1,1,0,0,0,0,0,1,0,0,0
1,5,4,11.0,0,1,1,0,0,0,0,1,0,0,0,0
1,2,9,11.0,0,1,0,0,1,0,0,0,0,0,1,0
0,5,2,30.0,0,1,0,0,1,0,0,0,1,0,0,0
0,3,3,21.0,0,1,1,0,0,0,0,0,0,1,0,0
1,7,1,21.0,0,1,0,1,0,0,0,0,1,0,0,0
0,1,3,21.0,0,1,0,1,0,0,0,1,0,0,0,0
1,3,5,48.0,0,1,0,1,0,0,0,0,1,0,0,0
0,5,2,11.0,0,1,1,0,0,0,0,0,1,0,0,0
0,2,1,48.0,0,1,1,0,0,1,0,0,0,0,0,0
0,2,2,11.0,0,1,0,0,1,0,0,0,1,0,0,0
0,6,1,21.0,0,1,0,1,0,0,0,0,0,0,0,1
1,6,11,11.0,0,1,1,0,0,0,0,0,1,0,0,0
1,6,10,48.0,0,1,1,0,0,0,0,1,0,0,0,0
0,6,3,11.0,0,1,1,0,0,0,0,1,0,0,0,0
0,5,2,21.0,0,1,0,1,0,0,0,0,1,0,0,0
0,4,3,48.0,0,1,1,0,0,0,0,0,1,0,0,0
0,1,1,30.0,1,0,1,0,0,0,0,0,1,0,0,0
0,7,1,21.0,0,1,1,0,0,0,0,0,0,0,0,1
0,7,2,30.0,0,1,0,0,1,0,0,0,1,0,0,0
1,6,6,21.0,0,1,0,1,0,1,0,0,0,0,0,0
1,4,10,21.0,0,1,0,1,0,0,0,0,0,1,0,0
1,5,3,30.0,0,1,0,1,0,0,0,0,1,0,0,0
1,5,5,48.0,0,1,0,0,1,0,0,1,0,0,0,0
0,4,1,48.0,0,1,0,0,1,0,0,0,1,0,0,0
1,6,1,30.0,0,1,1,0,0,0,0,0,0,1,0,0
1,1,6,48.0,0,1,0,0,1,0,0,0,1,0,0,0
1,5,9,11.0,0,1,0,0,1,0,0,0,1,0,0,0
1,5,8,21.0,0,1,0,0,1,0,0,0,0,0,0,1
1,3,1,21.0,0,1,1,0,0,1,0,0,0,0,0,0
0,2,2,21.0,0,1,0,0,1,0,0,0,0,0,0,1
0,7,1,21.0,0,1,0,1,0,0,0,0,0,0,0,1
1,4,7,21.0,0,1,0,1,0,0,0,1,0,0,0,0
0,3,2,11.0,0,1,0,0,1,0,0,0,0,1,0,0
0,5,3,21.0,0,1,0,0,1,0,0,1,0,0,0,0
0,7,1,30.0,0,1,0,0,1,0,0,0,0,1,0,0
1,4,9,21.0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,6,48.0,1,0,1,0,0,0,0,0,0,1,0,0
1,6,3,48.0,0,1,0,0,1,0,0,0,1,0,0,0
1,6,6,30.0,0,1,1,0,0,0,0,0,0,1,0,0
0,5,1,30.0,0,1,1,0,0,0,0,0,0,1,0,0
1,3,5,21.0,0,1,1,0,0,0,0,0,0,0,1,0
0,3,1,30.0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,6,30.0,0,1,1,0,0,0,0,0,0,1,0,0
1,6,7,30.0,0,1,0,1,0,0,0,0,0,1,0,0
1,4,10,48.0,0,1,0,1,0,0,0,0,1,0,0,0
1,1,1,11.0,0,1,1,0,0,0,0,0,0,1,0,0
0,2,2,21.0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,7,30.0,0,1,1,0,0,0,0,0,0,0,0,1
