iter	Logloss
0	0.1637807867
1	0.1012666358
2	0.07665793886
3	0.06335730223
4	0.04266227326
5	0.03531172076
6	0.02621851413
7	0.02186081525
8	0.0176549126
9	0.01436889667
10	0.01129675765
11	0.009739990922
12	0.008589387374
13	0.007727465179
14	0.007080524625
15	0.006069836168
16	0.005490708635
17	0.004899236114
18	0.004283621918
19	0.003867908682
20	0.0034952935
21	0.002907718231
22	0.002677360515
23	0.002349596007
24	0.00215392547
25	0.001983798691
26	0.001983748404
27	0.001983698222
28	0.00198314798
29	0.001983049257
30	0.001982850863
31	0.00198276772
32	0.001982669262
33	0.001982571216
34	0.001982571216
35	0.001982571216
36	0.001847326812
37	0.001847202662
38	0.001847202662
39	0.001847108601
40	0.001846919024
41	0.001728540534
42	0.001622127308
43	0.001416449924
44	0.001243158671
45	0.001150530117
46	0.001150455961
47	0.001150446852
48	0.001150410005
49	0.001150337979
50	0.001150319668
51	0.001150246244
52	0.001150099887
53	0.001150078025
54	0.001131713745
55	0.001042667849
56	0.001042667849
57	0.001042529518
58	0.001042451684
59	0.001042378407
60	0.001041830425
61	0.001041559699
62	0.001041559699
63	0.001041516517
64	0.001041382058
65	0.001041329011
66	0.001041223461
67	0.001041175395
68	0.001041141961
69	0.001041108556
70	0.001040576338
71	0.001040313359
72	0.001040206209
73	0.001040075636
74	0.001039886598
75	0.001039800466
76	0.001039750655
77	0.001039234103
78	0.001038218426
79	0.001037722258
80	0.001037624359
81	0.001037583933
82	0.001037339023
83	0.00103731066
84	0.001037270483
85	0.001037200148
86	0.001037200148
87	0.001037048761
88	0.001036966628
89	0.0009632160967
90	0.0009631759875
91	0.0009631221068
92	0.0009630164116
93	0.0009629634889
94	0.000962858543
95	0.0009627792516
96	0.0009627531792
97	0.00096272785
98	0.000962627426
99	0.0009623860046
100	0.0009623826436
101	0.0009623826436
102	0.0009623036085
103	0.0009623036085
104	0.0009623036085
105	0.0009623036085
106	0.0009622391873
107	0.0009621590563
108	0.0009619219392
109	0.0009618828352
110	0.0009606959618
111	0.0009605446496
112	0.0009605446496
113	0.0009604669235
114	0.0009604669235
115	0.0009603122671
116	0.000960234863
117	0.0009601576518
118	0.0009598352663
119	0.0009598210279
120	0.000959647854
121	0.0009596213093
122	0.0009593135203
123	0.0008614931989
124	0.000795958052
125	0.0007958767141
126	0.0007956594822
127	0.0007311997049
128	0.0007311222141
129	0.0007311026365
130	0.0007310977562
131	0.0007310886197
132	0.0007310886197
133	0.0007310886197
134	0.00073105453
135	0.0007310504436
136	0.0007310120502
137	0.0007309722323
138	0.0007309553347
139	0.0007309364289
140	0.0007309317124
141	0.0007309222869
142	0.0007309222869
143	0.0007309222869
144	0.0007308905862
145	0.0007308237467
146	0.0007308142211
147	0.0007308142211
148	0.0007307906968
149	0.0007307742214
150	0.0007307537532
151	0.0007307537532
152	0.0007307303469
153	0.0007307303469
154	0.0007307232766
155	0.0007307046918
156	0.00073068583
157	0.00073068583
158	0.0007306717069
159	0.0007306638724
160	0.0007305890041
161	0.000730559046
162	0.0007305268717
163	0.00073051225
164	0.0007304509515
165	0.0007304509515
166	0.000730436598
167	0.000730436598
168	0.0007304256512
169	0.0007303938449
170	0.0007303608424
171	0.0007303292511
172	0.0007302990667
173	0.0007302629576
174	0.0007302535249
175	0.0007302242477
176	0.0007302063246
177	0.0007301773243
178	0.0007301701158
179	0.0007301624155
180	0.0007301307634
181	0.0007300933403
182	0.0007300649735
183	0.0007300649735
184	0.000730031691
185	0.000730031691
186	0.0007299635736
187	0.0007299558288
188	0.0007299278073
189	0.0007299231651
190	0.0007299231651
191	0.0007299161903
192	0.0007298606498
193	0.0007298606498
194	0.0007298046886
195	0.0007297909914
196	0.0007297609463
197	0.0007297541644
198	0.0007296886138
199	0.0007296751229
200	0.0007296482434
201	0.0007296215256
202	0.0007293310146
203	0.0007293179697
204	0.0007291478057
205	0.00072912203
206	0.0007291156155
207	0.0007290593907
208	0.0007290240107
209	0.0007289987848
210	0.0007289844065
211	0.0007289844065
212	0.0007289708742
213	0.0007289708742
214	0.0007289627568
215	0.0007289046777
216	0.0007288796793
217	0.0007288672372
218	0.0007288548273
219	0.0007288486362
220	0.0007287992824
221	0.0007287504241
222	0.0007286659524
223	0.0007286659524
224	0.0007286027831
225	0.000728590861
226	0.0007285765772
227	0.0007285765772
228	0.0007285607184
229	0.0007285488342
230	0.0007285146851
231	0.0007284910051
232	0.0007283522286
233	0.0007283383547
234	0.0007283319283
235	0.0007283202222
236	0.0007282968748
237	0.0007282679661
238	0.0007282615984
239	0.0007282499929
240	0.0007282268447
241	0.0007282037956
242	0.0007281980531
243	0.0007281923167
244	0.0007281865862
245	0.0007281808617
246	0.0007281351967
247	0.0007279732208
248	0.0007279562396
249	0.0007279336933
250	0.0007279112375
251	0.0007278665483
252	0.0007278443559
253	0.0007278332967
254	0.0007277662234
255	0.0007277421353
256	0.0007276982989
257	0.0007276765204
258	0.000727673555
259	0.0007276423269
260	0.0007276314751
261	0.0007276314751
262	0.0007276050398
263	0.0007275618078
264	0.0007275149492
265	0.0007274936347
266	0.0007274511831
267	0.000727436934
268	0.0007273947737
269	0.0007273842882
270	0.0007273738192
271	0.0007273320581
272	0.0007273210564
273	0.0007273107147
274	0.000727300334
275	0.0007272796118
276	0.0007272605141
277	0.0007272398645
278	0.0007272019229
279	0.000727196778
280	0.0007271838926
281	0.0007271774719
282	0.0007270955228
283	0.0007270844254
284	0.0007270844254
285	0.0007270844254
286	0.0007270844254
287	0.000727071398
288	0.0007270526455
289	0.0007270323768
290	0.0007270238718
291	0.0007269794469
292	0.0007269651659
293	0.00072694046
294	0.0007269339237
295	0.0007269292182
296	0.0007269142502
297	0.0007268705971
298	0.0007268297753
299	0.0007268297753
